"#","LISTING","TAGS","LISTING ID","TOTAL VIEWS","FAVORITES","EST. SALES","EST. REVENUE","PRICE","LISTING AGE","DAILY VIEWS","LAST UPDATED"
374,"Swan Lake, Samsung Frame TV Art, Vintage Moody Painting, Antique Dark TV Art, Autumn Landscape, Fall Frame TV Art, Digital Download | TV936","Cottagecore decor, antique swan art, antique white art, classic frame tv art, swan frame tv art, swan lake decor, swan lake painting, swan lake tv art, swan painting tv art, vintage frame tv art, moody frame tv art, moody fall painting, samsung frame tv",4436092288,"130","13","4","€32.6","€7.12",190,0.68,"7/4/2026 17:51"
375,"Vintage Halloween Frame TV Art, Spooky Fall Street Scene, Jack-o’-Lantern Town Painting, Autumn Decor, Moody TV Art, Digital Download |TV679","Spooky Frame TV, halloween tv art, frame tv art, spooky town art, fall tv decor, vintage halloween, jackolantern art, antiquewhiteart, halloween download, haunted street art, digital tv art, moody fall decor, halloween decor",4344586540,"248","18","8","€47.44","€5.18",348,0.71,"7/4/2026 17:45"
376,"Independence Day Frame TV Art Set, 4th of July Art, American Flag, Coastal Summer Garden Art for TV, USA Oil Painting, Digital Download TS52","Samsung Frame TV Art, Farmhouse Decor, Cottage Garden Decor, Coastal Frame TV, Summer Frame TV, Painting for TV, Independence Day, Frame TV Art, 4th of July Art, American Flag, Coastal Garden, USA Oil Painting, 4th of July Frame TV",1738179061,"3,359","104","84","€949.2","€9.88",778,4.32,"7/4/2026 16:48"
377,"Vintage Santa Claus Print, PRINTABLE Christmas Wall Art, Reindeer Painting, Christmas Printable, Holiday Decor, Winter Forest Painting W110","Christmas Printable, Christmas Prints, Raindeer Print, Digital Prints, Santa Claus Print, Holiday Prints, Christmas Wall Art, Santa Claus Painting, Printable Wall Art, Vintage Christmas, Christmas Painting, Christmas Decor, AntiqueWhiteArt",1797336266,"7,168","434","237","€1,782.24","€6.57",635,11.29,"7/4/2026 14:33"
378,"Printable Panoramic Print, Wildflower Field Landscape Vintage Painting, Horizontal Landscape Art, Country Wall Art, Digital Download | A86","Printable Wall Art, Vintage Painting, Vintage Landscape, Wildflower Print, Vintage Art Print, Downloadable Print, Bedroom Art Print, Farmhouse Print, Cottage Art Print, Warm Tone Print, Horizontal Wall Art, Panoramic Painting, Above Bed Art",1655494299,"2,065","104","68","€567.12","€7.29",915,2.26,"7/4/2026 08:50"
379,"Flowers Samsung Frame TV Art, Dark Rustic Floral Art for TV, Muted Roses Painting, Vintage Botanical Screensaver, Digital Download | TV331","Frame TV Art Vintage, Samsung Frame TV Art, Muted Tonal Frame TV, Digital Floral Art, Roses TV Art, Abstract Flowers, Antique Floral Art, Botanical Painting, Flower Frame TV Art, Frame TV Art, Dark Screensaver, Vintage Frame TV, White Floral Artwork",1700390483,"276","19","9","€73.35","€7.12",845,0.33,"7/4/2026 06:30"
380,"Printable American Flag Wall Art, Vintage 4th of July Print, Independence Day Painting, Patriotic Americana Wall Decor, Digital Print | A439","Independence art, Vintage flag art, Patriotic wall art, Rustic flag decor, Classic USA flag, Digital flag print, 4th of July decor, American flag art, Antique flag print, USA flag print, Antiquewhiteart, Americana art, Americana printable",4299413741,"3,044","205","100","€574","€5.02",439,6.93,"7/3/2026 21:59"
381,"Samsung Frame TV Art, Coastal Roses Garden, American Flag, Summer Wildflowers Art for TV, Country USA Oil Painting, 4th of July Art | TV408","Frame TV Art Vintage, Samsung Frame TV Art, Country Frame TV art, Cottage Country, Farmhouse Decor, Cottage Painting, Cottage Garden Decor, Coastal Frame TV, Summer Frame TV, Frame TV Art Summer, Painting for TV, Sailboat Print, Nautical Art",1727651891,"891","44","29","€171.97","€5.18",798,1.12,"7/3/2026 20:37"
382,"4th of July Frame TV Art, Independence Day Art for TV, Patriotic Frame TV Art, American Flag, Wildflower Field Oil Painting | TV650","samsung frame tv art, the frame tv art, Frame Tv Art, Vintage Painting, antiquewhiteart, 4th of July Art, Independence Day, Patriotic Frame TV, America Frame TV Art, July 4th Wall Decor, Patriotic Decor, USA Frame TV Art, Americana Decor",4321062344,"114","7","3","€17.79","€5.18",394,0.29,"7/3/2026 20:37"
383,"Easter Ducklings Printable Wall Art, Cute Baby Duck Art, Easter Decor, Antique Animal Print, Spring Vintage Painting, Instant Download |A199","easter printable, vintage easter print, printable art easter, printable spring, Easter decor, vintage ducks print, classy easter print, vintage easter art, spring easter print, antique animal print, Ducklings Art, ducks printable art, cute easter art",1683954041,"727","57","24","€197.04","€7.18",872,0.83,"7/3/2026 14:51"
384,"Easter Bunnies Printable Wall Art, Classy Easter Decor Print, Antique Moody Rabbit Animal Painting, Vintage Painting, Instant Download |A138","bunny artwork print, vintage easter print, classy easter print, easter printable art, vintage bunny print, antique bunny print, easter printable, spring rabbit decor, bunny printable art, vintage rabbit print, vintage easter art, spring easter print, antique animal print",1630760510,"3,554","219","117","€960.57","€7.18",930,3.82,"7/3/2026 04:51"
385,"Samsung Frame TV Art, Cottage Garden Painting, Muted Tonal Painting, Farmhouse Country Frame TV Art, Summer TV Art Digital Download | TV605","Samsung Frame TV Art, Muted Tonal Frame TV, Country Frame TV art, Cottage Country, Farmhouse Decor, Landscape Painting, AntiqueWhiteArt, Painting TV, Summer Frame TV Art, Cottage Garden, Summer TV Art, Digital Download, Cottagecore TV Art",1903667201,"1,800","161","59","€345.74","€5.12",455,3.96,"7/3/2026 00:15"
386,"Samsung Frame TV Art, Spring Wildflower Field, Flower Meadow, Warm Tone Landscape, Country Painting, Digital Download Frame TV Art | TV36","Frame TV Art Spring, Frame TV Art Vintage, Samsung Frame TV Art, Spring Frame TV Art, Muted Tonal Frame TV, Wildflower Field, Country Frame TV art, Digital Floral Art, Cottage Country, Muted Tonal Art, Warm Tone Painting, Farmhouse Decor, Living TV art",1471349509,"2,778","114","91","€741.65","€7.12",1173,2.37,"7/2/2026 23:57"
387,"Frame TV Ghosts Story: Spooky Halloween Journey Beyond Haunted House Walls, Frame TV Art, Cute Ghosts Painting, Unique Halloween Decor TV159","Frame TV Halloween, neutral halloween, Frame TV Art Vintage, Samsung Frame TV Art, vintage landscape, Autumn frame tv art, Samsung Frame TV, ghost wall art, ghosts wall decor, unique halloween art, Samsung art download, halloween wall decor, frame tv slideshow",1565077636,"4,666","204","154","€1,395.24","€7.92",1017,4.59,"7/2/2026 16:51"
388,"Halloween Frame TV Art, Vintage Haunted House Frame TV, Spooky Street with Pumpkins Painting, Spooky Halloween Samsung Frame TV Art | TV525","halloween art for Tv, antiquewhiteart, frame tv halloween, vintage halloween tv, Digital TV Frame Art, Halloween Download, Halloween Frame TV, Halloween TV Art, Haunted House TV Art, Pumpkin Frame TV Art, Samsung Frame TV, Spooky Frame TV, Vintage Halloween",1794599630,"1,261","109","41","€243.13","€5.18",640,1.97,"7/2/2026 03:31"
389,"Frame TV Art, Americana Wildflowers, Impressionist Summer Screensaver | TV955","Frame TV Art, Samsung Frame TV Art, The Frame TV Art, Summer Frame TV, Americana Frame TV, 4th Of July, Antiquewhiteart, Patriotic TV Art, Wildflower TV Art, Impressionist Art, Living Room TV, Seasonal TV Art, Floral Frame TV",4511629498,"28","0","0","€0","€5.18",49,0.57,"7/2/2026 01:39"
390,"Fall Painting Frame TV Art, Fall Landscape Samsung TV Art, Autumn Oil Painting, Famhouse Art for Frame Tv, Country Fall Screensaver | TV477","Samsung Frame TV Art, Landscape Painting, Fall Frame TV Art, Fall TV Art, Vintage Oil Painting, Landscape Frame TV, Moody Fall Wall Art, Rustic Fall TV Art, Fall Screensaver, Thanksgiving TV Art, Living TV Art, AntiqueWhiteArt, Country Painting",1783551376,"905","59","29","€163.56","€4.93",662,1.37,"7/1/2026 23:53"
391,"Vintage Street Frame TV, Cozy Fall Painting, Halloween Frame Tv Art, Thanksgiving TV Art, Samsung Frame TV Art, Digital Download | TV522","halloween art for Tv, antiquewhiteart, frame tv halloween, vintage halloween tv, Digital TV Frame Art, Downloadable Art, Halloween Download, Halloween TV Art, Pumpkin Frame TV Art, Samsung Frame TV, Spooky Frame TV, Thanksgiving TV Art, Vintage Fall Art",1794104142,"457","18","15","€84.6","€4.93",641,0.71,"7/1/2026 23:53"
392,"Fall Farmhouse Landscape Frame TV Art, Rustic Country Art Painting for TV, Vintage Style Fall Decor, Modern Farmhouse Screensaver | TV466","fall frame tv art, fall tv art, vintage oil painting, Landscape frame tv, fall screensaver, halloween decor, Thanksgiving Tv Art, rustic fall tv art, AntiqueWhiteArt, Rustic Fall Art, moody fall wall art, moody vintage art, country farmhouse",1774958788,"229","19","7","€41.51","€5.18",678,0.34,"7/1/2026 23:53"
393,"PRINTABLE Christmas Wall Art, Christmas Town Painting, Christmas Tree Print, Holiday Decor, Christmas Village Art, Digital Christmas | W142","Christmas decor, printable wall art, antiquewhiteart, Town Print, Christmas Print, Prints Christmas, Digital Prints, vintage christmas, Holiday Decor, Christmas prints, christmas printable, christmas wall art, Christmas Town",1820336357,"588","64","19","€142.88","€6.57",617,0.95,"7/1/2026 23:04"
394,"Printable Rustic Christmas Town Print, Christmas Tree Painting, Moody Winter Wall Art, Farmhouse Christmas Decor, Digital Download | W143","printable wall art, vintage wall art, digital art print, farmhouse decor, christmas decor, christmas wall art, digital prints, downloadable prints, Christmas Printable, Christmas Tree Print, Holiday Wall Decor, Moody Wall Art, Winter Wall Art",1811759462,"2,190","196","72","€541.44","€6.57",607,3.61,"7/1/2026 23:04"
395,"Samsung Frame TV Art, Tropical Summer, Ocean Waves Painting, Abstract Seascape, Beach Art For Frame Tv, Instant Digital Download | TV326","Summer Frame TV Art, Ocean Waves, Samsung Frame TV Art, Ocean TV Art, Digital Download, Downloadable Art, Art for Frame TV, Beach House, Beach Painting, Coastal Summer, Instant Download, Modern Minimalist, Summer Art",1685089776,"285","24","9","€53.37","€5.18",847,0.34,"7/1/2026 21:42"
396,"Samsung Frame TV Art: Misty River Landscape, Vintage Style, Digital Download | TV946","Frame TV Art, Samsung Frame TV Art, The Frame TV Art, Vintage TV Art, Muted TV Art, Living Room TV, Antiquewhiteart, Autumn Frame TV, Fall TV Art, Farmhouse TV Decor, Cozy TV Art, Landscape Painting, Seasonal TV Art",4511630465,"47","1","1","€5.93","€5.18",49,0.96,"7/1/2026 19:39"
397,"Halloween Frame TV Art, Black Cat Art for Frame TV,  Dark Classic Halloween Downloadable Art,  Halloween Samsung Frame TV Art | TV156","Frame TV Halloween, Samsung Art Download, Samsung Frame TV, antiquewhiteart, halloween frame tv, halloween tv art, samsung tv halloween, vintage halloween tv, TV screensaver, art download, art for frame tv, black cat, classic halloween",1564411526,"3,266","237","108","€640.44","€5.18",1018,3.21,"7/1/2026 19:11"
398,"Halloween Frame TV Art, Witch Over Foggy Town, Vintage Moody Painting, Witchy Gothic Decor, Halloween Digital Download | TV737","Halloween Frame TV, Witchy TV Art, Spooky TV Art, Moonlit Night, Vintage Halloween, Antiquewhiteart, Samsung Frame TV Art, The Frame TV Art, Seasonal TV Art, Living Room TV, Muted TV Art, Neutral Halloween, Witch Frame TV",4353832707,"285","22","9","€53.37","€5.18",331,0.86,"7/1/2026 19:11"
399,"Spooky Candles Still Life TV Art: Vintage Fall Decor (Digital Download) TV790","Frame TV Art, Samsung Frame TV Art, The Frame TV Art, TV Art Digital, Vintage TV Art, Farmhouse TV Decor, Antiquewhiteart, Halloween Frame TV, Spooky TV Art, Gothic TV Art, Candle Still Life, Wall Art For TV, Neutral Halloween",4373209378,"50","5","1","€5.93","€5.18",297,0.17,"7/1/2026 19:11"
400,"Frame TV Art, Halloween Spooky Dark Art, Haunted House, Ghostly Digital Art for TV, Oil Painting, Moody Neutral Eerie Frame TV Arts | TV177","Frame TV Halloween, Samsung Art Download, Samsung Frame TV, antiquewhiteart, frame tv spooky, halloween frame tv, halloween tv art, samsung tv halloween, spooky tv art, vintage halloween tv, frame tv art eerie, frame tv haunted, spooky landscape",1569799366,"408","25","13","€73.32","€4.93",1010,0.4,"7/1/2026 19:11"
401,"New Year's Frame TV Art:  Fireworks Painting, Vintage Vibe | WA163","Frame TV Art, Warm Glow Art, Vintage Vibe, Antiquewhiteart, Farmhouse TV Decor, Cozy Living Room Art, New Years Frame TV, Year end Party, digital download, samsung frame tv art, New year Screensaver, Fireworks Art, New Year Art",4429018867,"74","10","2","€11.86","€5.18",204,0.36,"7/1/2026 19:11"
402,"Halloween Frame TV Art: Spooky Pumpkin Market Scene (Digital Download) TV800","Frame TV Art, Samsung Frame TV Art, The Frame TV Art, Halloween Frame TV, Pumpkins TV Art, Spooky TV Art, Antiquewhiteart, Vintage Halloween, Farmhouse TV Decor, Seasonal TV Art, Witchy TV Art, TV Art Digital, Eerie Scene",4373218243,"82","3","2","€11.86","€5.18",297,0.28,"7/1/2026 19:11"
403,"Halloween Frame TV Art Vintage Spooky, Ghostly Digital Art for TV, Haunted House Oil Painting, Moody Neutral Eerie Frame TV Arts | TV150","Frame TV Halloween, Samsung Art Download, Samsung Frame TV, antiquewhiteart, frame tv spooky, halloween frame tv, halloween tv art, samsung tv halloween, spooky tv art, vintage halloween tv, frame tv art eerie, frame tv haunted, spooky landscape",1564397946,"627","34","20","€112.8","€4.93",1018,0.62,"7/1/2026 19:11"
404,"Haunted Mansion Halloween Art for Samsung Frame TV (Digital Download)","Frame TV Art, Samsung Frame TV Art, The Frame TV Art, Halloween Frame TV, Spooky TV Art, Antiquewhiteart, Pumpkins TV Art, Haunted House Art, Vintage TV Art, Seasonal TV Art, Dark Forest, Spooky Scene, Halloween Scene",4353835455,"27","0","0","€0","€5.18",331,0.08,"7/1/2026 19:11"
405,"Halloween Frame TV Art, Frame TV Art File, Ghost Art, Halloween Ghost Decor, Neutral Halloween, Spooky Art for Tv, Vintage Painting |TV79","Digital Art, Frame TV File, Frame TV Halloween, Frame TV art, Samsung Art Download, Samsung Frame TV, black and white, ghost art print, ghost wall art, ghost wall decor, neutral halloween, vintage drawing, antiquewhiteart",1542375368,"8,710","400","288","€1,707.84","€5.18",1048,8.31,"7/1/2026 19:11"
406,"Samsung Frame TV Art, Autumn Cottages by the Creek with Pumpkins, Vintage Fall Landscape, Digital Download, warm earth tones TV710","frame tv art, samsung frame tv art, the frame tv art, fall tv art, autumn frame tv, rustic fall, antiquewhiteart, pumpkins tv art, vintage tv art, cozy tones, farmhouse tv decor, nature tv art, seasonal tv art",4350106878,"90","9","2","€11.86","€5.18",337,0.27,"7/1/2026 19:11"
407,"Vintage Halloween Ghost Print, Dark Witchy Wall Art (Digital Download) | A861","Halloween Decor, Digital Art Prints, Ghost Print, Halloween Printable, Digital Download, Halloween Print, Antiquewhiteart, Spooky Prints, Ghost Wall Art, Printable Art, Cottage Core Art, Dark Academia, Moody Ghost Print",4525634222,"37","0","1","€6.64","€5.8",23,1.61,"7/1/2026 02:05"
408,"Vintage Christmas Frame TV Art Set: Moody Holiday Digital Download TS90","Samsung Frame TV, Frame TV art, Frame TV Art Set, Digital Art set, antiquewhiteart, christmas tv art, digital download, holiday tv art set, seasonal tv art, tv art bundle, tv art for winter, winter tv art, Christmas Bundle",4394932904,"3,895","96","62","€1,990.82","€28.07",259,15.04,"7/1/2026 01:38"
409,"Moody Floral Wall Art Print, Dark Hydrangea Botanical Painting (Digital Download) | A852","moody floral print, printable wall art, antiquewhiteart, Moody vintage print, Digital Download, flower wall art, farmhouse wall decor, french country decor, flower painting, dark aesthetic print, botanical wall art, thanksgiving art, hydrangea Painting",4525599154,"26","3","0","€0","€6.02",23,1.13,"7/1/2026 01:03"
410,"Navy Flowers Samsung Frame TV Art, Blue Wildflower Field, Cool Tone Wildflowers Art, Moody Country Flowers Art, Digital Download| TV387","Frame TV Art Spring, Frame TV Art Vintage, Samsung Frame TV Art, Spring Frame TV Art, Muted Tonal Frame TV, Wildflower Field, Country Frame TV art, Digital Floral Art, Cottage Country, Muted Tonal Art, Cool Tone Painting, Navy Flowers, Navy Flowers TV Art",1701329374,"1,334","101","44","€358.6","€7.12",820,1.63,"6/30/2026 21:54"
411,"Cottage in a Fall Forest: Vintage Landscape Painting, Farmhouse Autumn Print (Digital Download) A846","digital art print, printable wall art, antiquewhiteart, fall prints, digital prints, autumn art print, autumn landscape, moody landscape, rustic art print, vintage landscape, thanksgiving print, vintage printable, Cottage Painting",4525562328,"33","0","1","€7.17","€6.27",23,1.43,"6/30/2026 21:41"
412,"Samsung Frame TV Art, Summer Scenery Screensaver, Vintage Country Field Landscape, Clouds Painting,   Farmhouse Decor Digital Download TV397","Samsung Frame TV Art, Landscape TV Art, Abstract Landscape, Modern Scenery, Spring Screensaver, Summer Country Art, Landscape Painting, Vintage Frame TV, Frame TV Art, Samsung Frame TV, Summer Frame TV, Spring TV Art, Farmhouse Decor",1717317221,"285","15","9","€51.21","€4.97",817,0.35,"6/30/2026 20:38"
413,"Funny Bathroom Halloween Wall Art: Hedgehog Print, Halloween Decor (Instant Download) | A863","Funny wall art, bathroom wall decor, bathroom decor, funny bathroom art, bathroom wall art, toilet wall art, hedgehog art print, sketch, printable wall art, vintage wall art, cottagecore decor, antiquewhiteart, fall bathroom decor",4525635803,"22","0","0","€0","€6.27",23,0.96,"6/30/2026 09:02"
414,"Printable Spooky Halloween Gallery Set of 8, Dark & Moody Ghost Wall Art, Vintage Fall Painting, Rustic Farmhouse Autumn Digital Prints S119","spooky wall art, halloween print, ghost art print, dark fall decor, moody wall art, autumn wall set, vintage halloween, printable fall art, farmhouse halloween, halloween gallery, antiquewhiteart, fall digital print, rustic ghost art",4336111002,"321","12","6","€121.02","€17.63",364,0.88,"6/30/2026 06:35"
415,"Vintage Beige Drawing, Neutral Antique Sketch,  Farmhouse Landscape,  Digital Download Art Print | A127","Printable Wall Art, Vintage Painting, Vintage Art Print, Downloadable Print, Farmhouse Print, Cottage Art Print, Warm Tone Print, Vintage Beige Print, Neutral Sketch, Farmhouse Wall Art, Digital Download Art, Neutral rustic decor, Beige antique",1448643707,"2,240","168","74","€530.58","€6.27",1205,1.86,"6/30/2026 06:10"
416,"Light Aesthetic Set of 9 Gallery Wall Art, Vintage Landscapes, Neutral Tone Summer Set, Coastal Antique Prints, Digital Download | S69","Printable Wall Art, Vintage Painting, Vintage Landscape, Wildflower Print, Vintage Art Print, Downloadable Print, Farmhouse Print, Cottage Art Print, Muted Tonal Print, antiquewhiteart, digital download, downloadable art, spring prints",1682811658,"2,017","113","45","€777.15","€15.1",851,2.37,"6/30/2026 04:31"
417,"Moody Vintage Fall Landscape Painting, Farmhouse Autumn Print (Digital Download) A845","digital art print, printable wall art, antiquewhiteart, fall prints, digital prints, autumn art print, autumn landscape, autumn painting, moody landscape, rustic art print, vintage landscape, thanksgiving print, vintage printable",4525560172,"51","3","1","€7.17","€6.27",23,2.22,"6/30/2026 03:48"
418,"PRINTABLE Vintage Halloween Print Set of 7, Witchy Art Prints, Witch & Black Cat, Halloween Digital Art Bundle, Gothic Moody Print Set |S139","halloween print set, Halloween Decor, Digital Art Prints, Halloween Printable, Vintage Decor, Ghost Painting, Digital Download, Halloween Print, Antiquewhiteart, Halloween Set, Witchy Print Bundle, Dark Moody Print Set, Witch Painting",4361434696,"902","59","20","€350.2","€15.31",317,2.85,"6/30/2026 02:25"
419,"Moody Vintage Fall Lake Landscape Painting, Printable Wall Art (Digital Download) A844","printable wall art, antiquewhiteart, fall prints, vintage print, digital prints, autumn art print, autumn landscape, moody landscape, rustic art print, vintage landscape, fall gallery wall, dark fall landscape, moody fall landscape",4525549151,"11","0","0","€0","€6.27",23,0.48,"6/30/2026 01:26"
420,"Printable Beach Wall Art, Summer Print, Ocean Painting, Coastal Landscape, Digital Download | A842","beach house decor, modern coastal art, Summer Painting, Summer coastal Art, Vintage Country Art, Digital Download, Printable Wall Art, Farmhouse Decor, Summer Prints, Downloadable Art, Beach Painting, Coastal Summer, Instant Download",4510649565,"96","7","3","€21.51","€6.27",51,1.88,"6/30/2026 01:03"
421,"Printable Christmas Tree Wall Art, Vintage Winter Print, Winter Forest Art, Rustic Landscape Oil Painting, Moody Farmhouse Decor | W45","Christmas decor, vintage winter art, printable wall art, winter painting, vintage wall art, digital art print, winter forest print, Christmas wall art, antiquewhiteart, digital download, winter landscape, Christmas tree print, Christmas Tree art",1607081589,"2,227","154","73","€548.96","€6.57",978,2.28,"6/28/2026 23:51"
422,"Samsung Frame TV Art, Summer Seascape Painting, Ocean Frame TV 4k, Summer Art for TV, Instant Digital Download| TV49","art for tv, art for tv frame, farmhouse frame tv, frame tv art, frame tv art set, frame tv art summer, living room tv art, samsung art, samsung frame tv art, summer frame tv art, the frame tv art, tv art, vintage frame tv art",1482322676,"595","31","19","€112.67","€5.18",1136,0.52,"6/28/2026 22:45"
423,"Neutral Samsung Frame TV Art, Summer Botanical Citrus Art for Frame TV, Textured Colorful Pop Art, Summer Painting, Digital Download |TV285","Frame TV Art Spring, Samsung Frame TV Art, Spring Frame TV Art, botanical tv frame, AntiqueWhiteArt, Colorful Art for TV, Textured TV Art, Digital Download, Summer Frame TV Art, Spring Frame TV, Pop Art, Citrus Art, 3D Texture",1677073486,"408","32","13","€77.09","€5.18",860,0.47,"6/28/2026 22:45"
424,"Samsung Frame TV Art, Hydrangea Floral Art, Dark Cool Tone Screensaver, Vintage Country Summer Flowers Painting, Digital Download | TV399","Spring Frame TV Art, Floral Frame TV Art, Frame TV Art Vintage, Digital Floral Art, Samsung Frame TV Art, Frame TV Art Flowers, Summer Frame TV Art, Garden Oil Painting, Samsung Frame TV, Frame TV Art, Navy Screensaver, Hydrangea Painting, Dark Frame TV Art",1704111892,"830","58","27","€160.11","€5.18",815,1.02,"6/28/2026 22:45"
425,"Citrus Lemon Frame TV Art, Neutral Summer Floral Painting, Beige Vintage Drawing, Lemons Art, Botanical Country TV, Digital Download | TV635","Samsung Frame TV Art, Digital Download, Samsung Frame art, Rustic farmhouse art, Vintage style art, Floral Frame TV art, TV art citrus fruit, Frame TV art lemons, TV art Dining, AntiqueWhiteArt, Lemons Frame TV, Botanical Drawing, Neutral Frame TV",4298522651,"326","28","10","€58.6","€5.12",441,0.74,"6/28/2026 22:45"
426,"Summer Coastal Minimalist Painting, Neutral Seascape Samsung Frame TV Art, Beach Art For Frame TV,  Abstract  Sea Oil Painting |  TV40","Neutral Painting, Art For Frame TV, Digital TV Frame Art, Frame TV Art, Frame Tv Abstract, Instant Download, Lg Tv Art, Samsung Frame Tv Art, Frame TV, Samsung TV Art, Samsung Frame TV, Summer Frame TV Art, Coastal Art",1482340712,"1,567","120","51","€302.43","€5.18",1136,1.38,"6/28/2026 22:45"
427,"PRINTABLE Vintage Halloween Print, Cute Ghost & Black Cat in Dark Fall Forest Wall Art, Spooky Halloween Digital Art, Witchy Moody Art |A603","Halloween Decor, Digital Art Prints, Ghost Print, Halloween Printable, Vintage Decor, Ghost Painting, Digital Download, Ghosts Art Pint, Halloween Print, Antiquewhiteart, Oil Painting, Cute Ghost, Spooky Prints",4358908345,"467","34","15","€99.6","€5.8",322,1.45,"6/28/2026 18:04"
428,"Dark Easter Print, Rabbit in Wildflowers, Moody Vintage Style Easter Wall Art, Rustic Country Farmhouse Spring Decor, Instant Download |A418","easter printable art, spring easter print, Antique White Art, bunny painting, cottage core, cottage decor, country style, digital prints, easter decor, easter painting, Dark Wall Art, Easter Bunny, Moody Print",1880584241,"668","41","22","€180.62","€7.18",503,1.33,"6/28/2026 02:51"
429,"4th of July Coastal Landscape, Sailboat Wall Art, American Flag Print (Digital Download) A837","Printable Wall Art, Downloadable Print, Summer Wall Decor, 4th of July Painting, Independence Day, USA Painting, 4th of July Art, American Flag, Farmhouse Decor, USA Oil Painting, Saildoat Print, Nautical Wall Art, Antiquewhiteart",4510636057,"163","25","5","€28.7","€5.02",51,3.2,"6/27/2026 19:57"
430,"Printable Set of 2 Prints, Cottage Garden Wall Art, Farmhouse Garden, Pair Prints, Coastal Painting, Digital Download, AntiqueWhiteArt |S109","country wall art, digital fine art, farmhouse print, farmhouse wall art, landscape wall art, muted landscape, neutral painting, set of 2 prints, vintage wall art, antiquewhiteart, Downloadable Print, Printable Wall Art, pair prints",1889477600,"1,095","83","36","€354.6","€8.61",455,2.41,"6/27/2026 16:10"
431,"Printable Summer Gallery Set, Summer Neutral Authetic Decor, Clouds Art, Beach, Ocean, Farmhouse Coastal Wall Art, Downloadable Prints | S73","landscape painting, set art print, vintage decor, Beach House Decor, Clouds Print, Beach Wall Art, Coastal Wall Art, Instant Download, Printable Art, Seascape Painting, Vintage Print, Neutral Prints, Neutral Gallery Set",1690866692,"3,138","192","103","€641.69","€5.45",837,3.75,"6/27/2026 03:43"
432,"Halloween Frame TV Art Set: Vintage Spooky Digital Download TS83","Samsung Frame TV, ghost Frame tv, Frame TV art, Samsung Art Download, Frame TV Art Set, Halloween TV Art set, neutral halloween, Digital Art set, Frame TV Halloween, antiquewhiteart, spooky frame tv, Witchy Decor, TCL Bundle",4364476087,"1,341","39","21","€674.31","€28.07",312,4.3,"6/27/2026 00:00"
433,"Printable Vintage Wildflower Prints, Set of Spring Wall Art, Country Field Landscape, Farmhouse Easter Spring Decor, Digital Download | S56","Printable Wall Art, Vintage Painting, Vintage Landscape, Wildflower Print, Vintage Art Print, Downloadable Print, Farmhouse Print, Cottage Art Print, Muted Tonal Print, antiquewhiteart, digital download, downloadable art, spring prints",1644535957,"20,848","674","523","€7,102.34","€11.87",931,22.39,"6/26/2026 17:26"
434,"Samsung Frame TV Art, Country Cottage in Meadow, Vintage Fall Landscape, Digital Download, warm earth tones, farmhouse tv decor TV709","samsung frame tv art, frame tv art, the frame tv art, vintage tv art, autumn frame tv, rustic fall, antiquewhiteart, farmhouse tv decor, tv art digital, seasonal tv art, living room tv, cottage painting, cottagecore frame tv",4350105648,"66","10","2","€11.86","€5.18",337,0.2,"6/26/2026 02:23"
435,"Santa Decorating Christmas Tree Frame Tv Art: Dark Vintage Holiday Painting (Digital Download) WA151","Christmas Decor, Christmas Frame TV, Christmas Tree TV, Antique White Art, Holiday Frame TV, Samsung Frame TV Art, Santa Claus TV Art, Santa Painting, Vintage Frame TV Art, Vintage Santa TV Art, Winter Decor, Winter Frame TV Art, Sepia Frame TV Art",4397934035,"621","42","20","€118.6","€5.18",253,2.45,"6/26/2026 02:23"
436,"Vintage Christmas Sleigh Painting - Moody Holiday Frame TV Art (Digital Download) WA124","farmhouse christmas, farmhouse decor, samsung frame tv art, Winter sleigh, Christmas Frame Tv, Frame TV Art, Vintage Christmas, Christmas decor, antiquewhiteart, Christmas Tree Art, Holiday Frame TV, Moody Christmas, Living room art",4394327542,"1,321","85","43","€254.99","€5.18",260,5.08,"6/26/2026 02:23"
437,"Floral Frame TV Art, 4th of July Art for Independence Day, Neutral Frame TV, Red, Blue, White Flowers Oil Painting, Digital Download |TV646","Samsung Frame TV Art, Summer Frame TV, Painting for TV, Independence Day, Frame TV Art, 4th of July Frame TV, Americana Frame TV, Floral Frame TV, Botanical Art, Floral Art, antiquewhiteart, Neutral Americana, Modern Farmhouse",4302504423,"147","7","4","€23.72","€5.18",432,0.34,"6/26/2026 02:23"
438,"Printable Spring Garden Wall Art, Country Landscape Print, Cottagecore Wall Art, Cottage  Painting, Farmhouse Print, Digital Download | A412","Downloadable Print, Printable Wall Art, Scandi Minimalist, Cottage Garden Decor, Digital Art Print, Landscape Painting, Spring Landscape, Spring Painting, Vintage Art Print, Vintage Landscape, Vintage Painting, Vintage Wall Art, AntiqueWhiteArt",1862338524,"2,078","134","68","€558.28","€7.18",511,4.07,"6/25/2026 16:55"
439,"Floral American Flag Painting, Vintage Patriotic Wall Art (Digital Download) A835","Printable Wall Art, Downloadable Print, 4th of July Painting, Independence Day, USA Painting, 4th of July Art, American Flag, USA Oil Painting, 4th of July Prints, Vintage Prints, Antiquewhiteart, Americana Decor, Digital Prints",4510632150,"46","1","1","€5.74","€5.02",51,0.9,"6/25/2026 16:55"
